Scat ID,Previous ID,Collected by,Date,Month,Site,City,Latitude,Longitude,% Certain,Freshness,Weather,Condition,Notes,Anal jelly? (for otter)
LC260,UCP-OC-18,OC,9/5/2022,9,BSW,Seattle,47.65261,-122.31747,100,C,Sunny,,,No
LC261,UCP-OC-19,OC,9/15/2022,9,BSW,Seattle,47.65261,-122.31747,100,,Sunny,,,
LC262,UCP-OC-20,OC,9/15/2022,9,BSW,Seattle,47.65261,-122.31747,100,,Sunny,,,
LC263,UCP-OC-23,OC,9/22/2022,9,BSW,Seattle,47.65261,-122.31747,100,,Sunny,,,
LC264,,YH,6/21/2023,6,LBP,Mercer Island,47.59287,-122.22504,100,C,,,,
LC265,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,C,,,,
LC266,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,B,,,,
LC267,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,A,,,,
LC268,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,A,,,,
LC269,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,C,,,,
LC270,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,C,,,,
LC271,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,C,,,,
LC272,,YH,6/21/2023,6,LNM,Seattle,47.60471,-122.2827,100,C,,,,
LC273,LC273,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC274,LC274,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC275,LC275,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC276,LC276,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC277,LC277,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC278,LC278,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC279,LC279,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC280,LC280,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish,
LC281,LC281,SK,7/1/2023,7,Cornet Bay,Whidbey,48.41005,-122.60241,100,B,,,Was really difficult to tell grade but only grabbed the ones that looked B+ish. Was 272 originally (double smaple),
LC282,UCP190,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC283,UCP191,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC284,UCP192,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC285,UCP193,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC286,UCP194,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC287A,UCP195,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC287B,,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,Originally named UCP198,
LC288A,UCP189,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,
LC288B,,YH,6/1/2022,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,Originally named UCP189,
