ScatID,Obs,Date,Month,Site,Location,Latitude,Longitude,% Certain,Weather,Hormone_Quality,Notes,Individual_ID,Species_ID,,,,,,,,,ScatID,,,,,,,,,,,,
SEB_OC124,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,shellfish?,BCoyoteF3,,,,,,,,,,,,,,,,,,,,,,
SEB_OC125,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,"feather, bone",BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC126,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,pits,BCoyoteF2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC127,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,hair,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC128,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC129,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC130,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,cherry pits + stems,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC131,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC132,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC133,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC134,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,"pits, mold",BCoyoteF3,,,,,,,,,,,,,,,,,,,,,,
SEB_OC135,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,"pits, mold",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC136,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,rice?,BCoyoteF3,,,,,,,,,,,,,,,,,,,,,,
SEB_OC137,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,"vegetation, hair",Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC138,OC,7/31/21,7,Grand Forest East/ Hilltop/Gravel Pit,Bainbridge,NA,NA,,,,"bone, hair",*BCoyoteF7,,,,,,,,,,,,,,,,,,,,,,
SEB_OC139,OC,8/1/21,8,Gideon,Bainbridge,47.629481,-122.524778,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC140,OC,8/1/21,8,Meigs,Bainbridge,47.66328,-122.527052,,,,pits,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC141,OC,8/1/21,8,Meigs,Bainbridge,47.662622,-122.526547,,,,"fur, bone",BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC142,OC,8/1/21,8,Meigs,Bainbridge,47.662544,-122.526513,,,,hiar,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC143,OC,8/1/21,8,Meigs,Bainbridge,47.662504,-122.526511,,,,"pits, fur",BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC144,OC,8/1/21,8,Meigs,Bainbridge,47.662387,-122.526453,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC145,OC,8/1/21,8,Meigs,Bainbridge,47.662144,-122.526188,,,,"pits, hair",BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC146,OC,8/1/21,8,Meigs,Bainbridge,47.662104,-122.526247,,,,"hair, bone",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC147,OC,8/1/21,8,Meigs,Bainbridge,47.662093,-122.526255,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC148,OC,8/1/21,8,Meigs,Bainbridge,47.661975,-122.526048,,,,pits,*BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC149,OC,8/1/21,8,Meigs,Bainbridge,47.66193,-122.526006,,,,hair,BCoyoteM6,,,,,,,,,,,,,,,,,,,,,,
SEB_OC150,OC,8/1/21,8,Meigs,Bainbridge,47.66194,-122.526013,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC151,OC,8/1/21,8,Meigs,Bainbridge,47.661917,-122.526052,,,,pits,BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC152,OC,8/1/21,8,Meigs,Bainbridge,47.661893,-122.525986,,,,fur,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC153,OC,8/1/21,8,Meigs,Bainbridge,47.661765,-122.525735,,,,fur,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC154,OC,8/1/21,8,Meigs,Bainbridge,47.661671,-122.525635,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC155,OC,8/1/21,8,Meigs,Bainbridge,47.659706,-122.5242,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC156,OC,8/1/21,8,Meigs,Bainbridge,47.659516,-122.524131,,,,bones,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC157,OC,8/1/21,8,Meigs,Bainbridge,47.659114,-122.524035,,,,hair,*BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC158,OC,8/1/21,8,Meigs,Bainbridge,47.657065,-122.523873,,,,pits,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC159,OC,8/1/21,8,Meigs,Bainbridge,47.656773,-122.524083,,,,blackberry,*BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC160,OC,8/1/21,8,Meigs,Bainbridge,47.656782,-122.524233,,,,hair,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC161,OC,8/1/21,8,Meigs,Bainbridge,47.657025,-122.524288,,,,fruit skins,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC162,OC,8/1/21,8,Meigs,Bainbridge,47.657038,-122.5243,,,,"bone, fur",*BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC163,OC,8/1/21,8,Meigs,Bainbridge,NA,NA,,,,,BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC164,OC,8/1/21,8,Meigs,Bainbridge,47.657326,-122.525045,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC165,OC,8/1/21,8,Meigs,Bainbridge,47.65729,-122.524993,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC166,OC,8/1/21,8,Meigs,Bainbridge,47.657659,-122.524962,,,,,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC167,OC,8/1/21,8,Meigs,Bainbridge,47.657815,-122.524874,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC168,OC,8/1/21,8,Meigs,Bainbridge,47.662727,-122.526831,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC169,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.667057,-122.576956,,,,,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC170,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.666655,-122.575423,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC171,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.658354,-122.574664,,,,,BCoyoteM15,,,,,,,,,,,,,,,,,,,,,,
SEB_OC172,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.658336,-122.574679,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC173,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.658038,-122.574632,,,,owl?,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC174,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.657837,-122.570912,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC175,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.658123,-122.570197,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC176,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.658198,-122.569196,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC177,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.657684,-122.567454,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC178,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.656997,-122.561688,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC179,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.656013,-122.574691,,,,,BCoyoteM15,,,,,,,,,,,,,,,,,,,,,,
SEB_OC180,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.664913,-122.579725,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC181,OC,8/2/21,8,Battle Point/ Forest to Sky,Bainbridge,47.665018,-122.578067,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC182,OC,8/2/21,8,Nates Pond,Bainbridge,47.583406,-122.51017,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC183,OC,8/2/21,8,Nates Pond,Bainbridge,47.583927,-122.511365,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC184,OC,8/2/21,8,Nates Pond,Bainbridge,47.58457,-122.511157,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC185,OC,8/2/21,8,Nates Pond,Bainbridge,47.583961,-122.510144,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC186,OC,8/2/21,8,Nates Pond,Bainbridge,47.583797,-122.509915,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC187,OC,8/2/21,8,Nates Pond,Bainbridge,47.583548,-122.50988,,,,,BCoyoteM12,,,,,,,,,,,,,,,,,,,,,,
SEB_OC188,OC,8/2/21,8,Nates Pond,Bainbridge,47.583192,-122.509473,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC189,OC,8/2/21,8,Nates Pond,Bainbridge,47.583076,-122.509319,,,,,BCoyoteM15,,,,,,,,,,,,,,,,,,,,,,
SEB_OC190,OC,8/2/21,8,Nates Pond,Bainbridge,47.583063,-122.509149,,,,,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC191,OC,8/2/21,8,Nates Pond,Bainbridge,47.582488,-122.508829,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC192,OC,8/2/21,8,Nates Pond,Bainbridge,47.581963,-122.507199,,,,,BCoyoteM11,,,,,,,,,,,,,,,,,,,,,,
SEB_OC193,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.624451,-122.568627,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC194,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.623617,-122.569193,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC195,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.620174,-122.570119,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC196,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.620107,-122.569891,,,,vegetation,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC197,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.619789,-122.565759,,,,hair,BCoyoteF6,,,,,,,,,,,,,,,,,,,,,,
SEB_OC198,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.61979,-122.565587,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC199,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.619748,-122.565575,,,,hair,BCoyoteF5,,,,,,,,,,,,,,,,,,,,,,
SEB_OC200,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.62023,-122.563692,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC201,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.619952,-122.562827,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC202,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.610666,-122.566484,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC203,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.609924,-122.565654,,,,snake,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC204,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.613928,-122.56679,,,,hair,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC205,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.614587,-122.566818,,,,pits,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC206,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.615849,-122.566741,,,,"turquoise terry cloth, veg",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC207,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.615912,-122.566672,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC208,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.619653,-122.56846,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC209,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.619975,-122.56903,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC210,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.623283,-122.569373,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC211,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.62425,-122.568968,,,,hair,BCoyoteF5,,,,,,,,,,,,,,,,,,,,,,
SEB_OC212,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.624318,-122.569096,,,,"hair, cheese wheel tooth",BCoyoteF6,,,,,,,,,,,,,,,,,,,,,,
SEB_OC213,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.623491,-122.573545,,,,"hair, feather stem",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC214,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.625144,-122.570015,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC215,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.624829,-122.569124,,,,hair,BCoyoteF5,,,,,,,,,,,,,,,,,,,,,,
SEB_OC216,OC,8/3/21,8,Gazzam Lake,Bainbridge,47.624814,-122.569085,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC217,OC,8/4/21,8,Grand Forest N,Bainbridge,47.663631,-122.553886,,,,hair,BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC218,OC,8/4/21,8,Grand Forest N,Bainbridge,47.664281,-122.553886,,,,feather/wirey hair,BCoyoteF7,,,,,,,,,,,,,,,,,,,,,,
SEB_OC219,OC,8/4/21,8,Grand Forest N,Bainbridge,47.664457,-122.553834,,,,pits,BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC220,OC,8/4/21,8,Grand Forest N,Bainbridge,47.664627,-122.555688,,,,bones,BCoyoteF7,,,,,,,,,,,,,,,,,,,,,,
SEB_OC221,OC,8/4/21,8,Grand Forest N,Bainbridge,47.664533,-122.556419,,,,hair,BCoyoteF7,,,,,,,,,,,,,,,,,,,,,,
SEB_OC222,OC,8/4/21,8,Grand Forest N,Bainbridge,47.6633,-122.557037,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC223,OC,8/4/21,8,Grand Forest N,Bainbridge,47.663339,-122.557086,,,,hair,BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC224,OC,8/4/21,8,Grand Forest N,Bainbridge,47.663349,-122.557094,,,,hair,BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC225,OC,8/4/21,8,Grand Forest N,Bainbridge,47.662187,-122.557554,,,,bone,BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC226,OC,8/4/21,8,Grand Forest N,Bainbridge,47.662199,-122.557559,,,,"vegetation, pit",BCoyoteF7,,,,,,,,,,,,,,,,,,,,,,
SEB_OC227,OC,8/4/21,8,Grand Forest N,Bainbridge,47.661772,-122.556339,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC228,OC,8/4/21,8,Grand Forest N,Bainbridge,47.661461,-122.554041,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC229,OC,8/4/21,8,Grand Forest N,Bainbridge,47.663328,-122.554085,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC230,OC,8/4/21,8,Grand Forest W,Bainbridge,47.657412,-122.55934,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC231,OC,8/4/21,8,Grand Forest W,Bainbridge,47.655126,-122.559385,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC232,OC,8/4/21,8,Grand Forest W,Bainbridge,47.651953,-122.560957,,,,hair,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC233,OC,8/10/21,8,Owens,Bainbridge,47.633903,-122.529268,,,,"pits, blackberry",BCoyoteM5,,,,,,,,,,,,,,,,,,,,,,
SEB_OC234,OC,8/10/21,8,Owens,Bainbridge,47.632542,-122.531582,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC235,OC,8/10/21,8,Owens,Bainbridge,47.632271,-122.531873,,,,,BCoyoteF1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC236,OC,8/11/21,8,Hiden Cove Ballfields Trail,Bainbridge,47.69355,-122.531236,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC237,OC,8/11/21,8,Hiden Cove Ballfields Trail,Bainbridge,47.688483,-122.535649,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC238,OC,8/11/21,8,Hiden Cove Ballfields Trail,Bainbridge,47.688648,-122.535724,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC239,OC,8/11/21,8,Hiden Cove Ballfields Trail,Bainbridge,47.692042,-122.533661,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC240,OC,8/11/21,8,Meigs,Bainbridge,47.662904,-122.526811,,,,,*BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC241,OC,8/11/21,8,Meigs,Bainbridge,47.662512,-122.526507,,,,,BCoyoteM3,,,,,,,,,,,,,,,,,,,,,,
SEB_OC242,OC,8/11/21,8,Meigs,Bainbridge,47.661965,-122.526019,,,,,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC243,OC,8/11/21,8,Meigs,Bainbridge,47.661873,-122.525868,,,,,BCoyoteM3,,,,,,,,,,,,,,,,,,,,,,
SEB_OC244,OC,8/11/21,8,Meigs,Bainbridge,47.661721,-122.525647,,,,,BCoyoteM6,,,,,,,,,,,,,,,,,,,,,,
SEB_OC245,OC,8/11/21,8,Meigs,Bainbridge,47.656363,-122.523782,,,,,BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC246,OC,8/11/21,8,Meigs,Bainbridge,47.657052,-122.525074,,,,,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC247,OC,8/14/21,8,Blakely Harbor,Bainbridge,47.596944,-122.520034,,,,feathers,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC248,OC,8/14/21,8,Blakely Harbor,Bainbridge,47.596955,-122.520053,,,,berry pits,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC249,OC,8/14/21,8,Blakely Harbor,Bainbridge,47.597569,-122.517005,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC250,OC,8/14/21,8,Fort Ward,Bainbridge,47.587283,-122.530633,,,,"vegetaion, bones",BCoyoteM11,,,,,,,,,,,,,,,,,,,,,,
SEB_OC251,OC,8/14/21,8,Fort Ward,Bainbridge,47.586008,-122.529742,,,,,BCoyoteM11,,,,,,,,,,,,,,,,,,,,,,
SEB_OC252,OC,8/14/21,8,Fort Ward,Bainbridge,47.584508,-122.528723,,,,"berry, pits",BCoyoteM16,,,,,,,,,,,,,,,,,,,,,,
SEB_OC253,OC,8/14/21,8,Fort Ward,Bainbridge,47.581623,-122.526527,,,,plum pits,BCoyoteF10,,,,,,,,,,,,,,,,,,,,,,
SEB_OC254,OC,8/14/21,8,Fort Ward,Bainbridge,47.580788,-122.525475,,,,fur,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC255,OC,8/14/21,8,Hilltop,Bainbridge,47.651124,-122.54769,,,,,*BCoyoteM1,,,,,,,,,,,,,,,,,,,,,,
SEB_OC256,OC,8/14/21,8,Hilltop,Bainbridge,47.65537,-122.550275,,,,"blackberry, fur",BCoyoteM12,,,,,,,,,,,,,,,,,,,,,,
SEB_OC257,OC,8/14/21,8,Hilltop,Bainbridge,47.654117,-122.549744,,,,"fur, pits",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC258,OC,8/14/21,8,Hilltop,Bainbridge,47.654132,-122.549708,,,,"hair, feathers",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC259,OC,8/14/21,8,Hilltop,Bainbridge,47.654111,-122.54964,,,,"fur, pits",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC260,OC,8/14/21,8,Hilltop,Bainbridge,47.654115,-122.549675,,,,"fur, bones",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC261,OC,8/14/21,8,Hilltop,Bainbridge,47.654056,-122.549635,,,,feathers,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC262,OC,8/14/21,8,Hilltop,Bainbridge,47.652503,-122.548134,,,,fur,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC263,OC,8/14/21,8,Hilltop,Bainbridge,47.652469,-122.548088,,,,fur,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC264,OC,8/14/21,8,Hilltop,Bainbridge,47.652486,-122.548066,,,,fur,Dog,,,,,,,,,,,,,,,,,,,,,,
SEB_OC265,OC,8/14/21,8,Sakai Park,Bainbridge,47.638501,-122.520445,,,,blackberry,*BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC266,OC,8/14/21,8,Sakai Park,Bainbridge,47.638335,-122.518987,,,,fur,BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC267,OC,8/20/21,8,Sakai Park,Bainbridge,47.638387,-122.52065,,,,blackberry,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC268,OC,8/20/21,8,Sakai Park,Bainbridge,47.637571,-122.51942,,,,fur,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC269,OC,8/20/21,8,Sakai Park,Bainbridge,47.638289,-122.519122,,,,"pits, fur",BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC270,OC,8/20/21,8,Sakai Park,Bainbridge,47.639168,-122.518553,,,,"fur, slug trail",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC271,OC,8/20/21,8,Sakai Park,Bainbridge,47.639307,-122.51832,,,,blackberries,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC272,OC,8/20/21,8,Sakai Park,Bainbridge,47.639363,-122.519066,,,,fur,,,,,,,,,,,,,,,,,,,,,,,
SEB_0c273_2,OC,8/20/21,8,Sakai Park,Bainbridge,47.639492,-122.519037,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB_OC273,OC,8/20/21,8,Sakai Park,Bainbridge,47.63943,-122.518928,,,,"bone, grass, clam shell?",*BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC274,OC,8/20/21,8,Sakai Park,Bainbridge,47.639458,-122.518892,,,,fur,*BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC275,OC,8/20/21,8,Sakai Park,Bainbridge,47.639527,-122.518901,,,,fur?,BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC276,OC,8/20/21,8,Sakai Park,Bainbridge,47.640275,-122.518995,,,,blackberry,BCoyoteM9,,,,,,,,,,,,,,,,,,,,,,
SEB_OC277,OC,8/20/21,8,Sakai Park,Bainbridge,47.639353,-122.519212,,,,"blacberry, mold",*BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC278,OC,8/20/21,8,Sakai Park,Bainbridge,47.639984,-122.519838,,,,"blackberry, mold",*BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC279,OC,8/20/21,8,Sakai Park,Bainbridge,47.639588,-122.520177,,,,"blackberry, mold",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC280,OC,8/20/21,8,Sakai Park,Bainbridge,47.638965,-122.52062,,,,"fur, red fabric, blackberry",BCoyoteM9,,,,,,,,,,,,,,,,,,,,,,
SEB_OC281,OC,8/20/21,8,Sakai Park,Bainbridge,47.63914,-122.519762,,,,"blackberry, pit",BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC282,OC,8/20/21,8,Sakai Park,Bainbridge,47.638665,-122.519938,,,,blackberry,BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC283,OC,8/20/21,8,Sakai Park,Bainbridge,47.638792,-122.520016,,,,"blackberry, pit, mold",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC284,OC,8/20/21,8,Sakai Park,Bainbridge,47.639174,-122.520594,,,,"blackberry, mold",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC285,OC,8/20/21,8,Sakai Park,Bainbridge,47.638619,-122.520507,,,,"pits, mold",BCoyoteF8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC286,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.648752,-122.529596,,,,fur,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC287,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.6485,-122.530006,,,,"pits, mold",*BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC288,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.646561,-122.530085,,,,fur,BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC289,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.64484,-122.530847,,,,fr,BCoyoteM4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC290,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.646801,-122.533794,,,,"fabric, I think?",,,,,,,,,,,,,,,,,,,,,,,
SEB_OC291,OC,8/21/21,8,Sakai Intermediate School,Bainbridge,47.645529,-122.532923,,,,fur,BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC292,OC,8/21/21,8,Woodward Middle School,Bainbridge,47.64411,-122.53012,,,,pits,BCoyoteF4,,,,,,,,,,,,,,,,,,,,,,
SEB_OC293,OC,8/21/21,8,Woodward Middle School,Bainbridge,47.643852,-122.529958,,,,"blackberries, pit",BCoyoteM2,,,,,,,,,,,,,,,,,,,,,,
SEB_OC294,OC,8/21/21,8,Bus Barn,Bainbridge,47.642574,-122.528245,,,,"blackberries, mold",BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC295,OC,8/21/21,8,Bus Barn,Bainbridge,47.642608,-122.527763,,,,blackberry,BCoyoteM14,,,,,,,,,,,,,,,,,,,,,,
SEB_OC296,OC,8/21/21,8,Sportsman Road,Bainbridge,47.641291,-122.531153,,,,fur,BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
SEB_OC297,OC,8/21/21,8,Sportsman Road,Bainbridge,47.641267,-122.531191,,,,"fruit, fur",BCoyoteM8,,,,,,,,,,,,,,,,,,,,,,
